Review,Aspects,Sentiments
Ich war bestens zufrieden. Kompetente und freundliche Mitarbeiter.,"bestens, zufrieden, Mitarbeiter",positive
Ich bin nicht zufrieden. Mein Fzg ist am Rosten. Beim letzten Service wurde ich nicht drauf hingewiesen. Ich werde mich diesbezglich nochmal schriftlich melden und dem Hersteller eine Kopie zukommen lassen.,"zufrieden, Service, melden",negative
Keine Beanstandungen - ich bin zufrieden,zufrieden,positive
Es war alles bestens wie immer.,bestens,positive
Ich war mit dem Werkstattbesuch zufrieden.,zufrieden,positive
"Ich war in den Anf„ngen nicht zufrieden. Ich habe das Auto auch bei Senger gekauft. Probleme mit Feuchtigkeit und Reifen. War frher bei Beresa und habe dann zu Senger gewechselt. Ich hoffe, dass es in der Zukunft besser wird.","zufrieden, Probleme",negative
"Ich war mit dem Werkstattbesuch nicht ganz zufrieden. Der Fehler tritt hin und wieder immer noch einmal auf. Ich werde mich zwecks neuer Terminvereinbarung melden, weil ich noch einmal in die Werkstatt komme.","zufrieden, melden",neutral
Senger in Rheine hat alles erledigt.,Rheine,positive
Die Reparatur ist wie besprochen ausgefhrt worden. Danke.,Reparatur,positive
Wir k”nnen Senger empfehlen.,empfehlen,positive
Bei dem Kundendienst gibt es keinen Grund zu klagen.,,positive
Alles gut gelaufen.,,positive
Das Autohaus und der Service sind top.,Service,positive
Der Service hat mir gut gefallen.,Service,positive
Ich habe keine Klagen.,,positive
"Service, wie man es sich wnscht.",Service,positive
Wie immer alles bestens.,bestens,positive
Die Reparatur hat gut funktioniert.,Reparatur,positive
"Ich erhielt eine perfekte und zuvorkommende Beratung, die es mir einfach machte, eine schnelle Kaufentscheidung zu treffen. Professionell einerseits und Vertrauen schaffend andererseits. Meinen n„chsten Stern kaufe ich wieder hier. Vielen Dank!","Beratung, einfach, schnelle, Kaufentscheidung, Professionell",negative
"Ich bin ver„rgert und unzufrieden; beim ersten Termin zur Inspektion musste ich unverrichteter Dinge wieder fahren, weil der Tank voll war. Niemand hatte mich vorher informiert, dass die Inspektion mit vollem Tank nicht durchgefhrt werden kann. Bei dem neuen Termin wollte ich das Fahrzeug nach einer Stunde wieder abholen; das Fahrzeug wurde morgens um 08.00 Uhr gebracht und war erst um 14.00 Uhr fertig.",,negative
"Ich war „uáerst zufrieden, die Mitarbeiter sind sehr kompetent.","zufrieden, Mitarbeiter",positive
"Alles hervorragend, wie immer.",,positive
Ich war mit dem Werkstattbesuch „uáerst zufrieden.,zufrieden,positive
Ich war wie immer sehr zufrieden mit der Werkstatt!,zufrieden,positive
Ich war mit dem Werkstattbesuch „uáerst zufrieden.,zufrieden,positive
Ich war mit dem Werkstattbesuch zufrieden.,zufrieden,positive
Ich war wie immer sehr zufrieden mit der Werkstatt!,zufrieden,positive
Ich war mit dem Werkstattbesuch „uáerst zufrieden.,zufrieden,positive
"Ich war wie immer mit dem Werkstattbesuch zufrieden, alles gut!",zufrieden,positive
Ich war mit dem Werkstattbesuch zufrieden. Freundliche Bedienung.,zufrieden,positive
Ich war mit dem Werkstattbesuch gut zufrieden.,zufrieden,positive
Ich war mit dem Werkstattbesuch zufrieden.,zufrieden,positive
"Ich war mit dem Werkstattbesuch zufrieden, hat alles bestens geklappt.","zufrieden, bestens",positive
Es war alles bestens.,bestens,positive
"Ich war wie immer mit dem Werkstattbesuch zufrieden, alles gut!",zufrieden,positive
Ich war mit dem Werkstattbesuch „uáerst zufrieden.,zufrieden,positive
"Ich war mit dem Werkstattbesuch nicht ganz zufrieden. Der Fehler tritt hin und wieder immer noch einmal auf. Ich werde mich zwecks neuer Terminvereinbarung melden, weil ich noch einmal in die Werkstatt komme.","zufrieden, melden",neutral
"Ich war gut zufrieden, die Damen an der Zentrale sind immer freundlich und zuvorkommend.","zufrieden, freundlich",positive
"Alles hervorragend, wie immer.",,positive
"Ich war mit dem Werkstattbesuch zufrieden, Lob an die Mitarbeiterinnen im Empfang.",zufrieden,positive
Ich war mit dem Service und den Arbeiten „uáerst zufrieden.,"Service, zufrieden",positive
Ich war mit dem Werkstattbesuch „uáerst gut zufrieden.,zufrieden,positive
Ich war mit der Kompetenz der Kundenberater „uáerst zufrieden.,zufrieden,positive
"Ich war gut mit dem Werkstattbesuch zufrieden, alles bestens.","zufrieden, bestens",positive
"Ich war mit dem Werkstattbesuch gut zufrieden, konnte an der Kaffeebar auf mein Fahrzeug warten.",zufrieden,positive
"Ich war gut zufrieden, die Damen an der Zentrale sind immer freundlich und zuvorkommend.","zufrieden, freundlich",positive
"Alles hervorragend, wie immer.",,positive
"Ich war mit dem Werkstattbesuch zufrieden, Lob an die Mitarbeiterinnen im Empfang.",zufrieden,positive
Ich war mit dem Service und den Arbeiten „uáerst zufrieden.,"Service, zufrieden",positive
Ich war mit dem Werkstattbesuch „uáerst gut zufrieden.,zufrieden,positive
Ich war mit dem Werkstattbesuch rundum zufrieden.,zufrieden,positive
Ich war mit dem Werkstattbesuch zufrieden. Besonderes Lob an das Autohaus Rheine und seine Mitarbeiter.,"zufrieden, Rheine, Mitarbeiter",positive
Ich war mit dem Werkstattbesuch zufrieden. Besonderes Lob an Herrn Heilemann.,zufrieden,positive
Ich war mit dem Werkstattbesuch bestens zufrieden. Die Damen sind immer sehr aufmerksam.,"bestens, zufrieden",positive
Ich werde immer wunderbar von Herrn Heilemann oder von Herrn Beckmann bedient.,,positive
Ich war mit dem Werkstattbesuch zufrieden. Wird immer bestens betreut.,"zufrieden, bestens",positive
Ich war mit dem Werkstattbesuch bestens zufrieden. Die Damen sind immer sehr aufmerksam.,"bestens, zufrieden",positive
Ich war mit dem Werkstattbesuch gut zufrieden.,zufrieden,positive
Ich bin mit dem Service der Werkstatt wie immer bestens zufrieden.,"Service, bestens, zufrieden",positive
"Ich war mit Werkstattbesuch wie immer zufrieden. H”chste Punktzahl , sind super zufrieden.","zufrieden, super",positive
Ich war mit dem Werkstattbesuch top zufrieden.,zufrieden,positive
Ich war mit dem Werkstattbesuch zufrieden. Alles bestens.,"zufrieden, bestens",positive
"Hallo Gemeinde,at jemand Erfahrungen mit der Bavaria Direkt Autoversicherung gemacht? Hab nun einige Angebote und Leistungen verglichen und bin nun bei dieser Gesellschaft hängen geblieben. Nun würde mich interessieren, wie die Meinungen so sind. Auch in punkto Service und erreichbarkeit.äre für jedes feedback dankbar.ingbenzly","Erfahrungen, Angebote, Leistungen, Service",positive
Ist ein Spasskassenversicherer. Hast bei VK aber Werkstattbindung. Marderbissfolgeschäden nur 1500 Euro.enn Du mit Werkstattbindung zurechtkommst?Ejockel,Werkstattbindung,neutral
"Bin mit unserem Zweitwagen jetzt das zweite Jahr bei denen.st aber auch ein alter Hobel, da mach ich nicht viel Theater drum.atte auch noch nichts mit denen zu tun, also keinen Schaden o.ä.as mich allerdings ein wenig stört ist die Optik/Bedienung des Online-Portals, da gibts eindeutig bessere - aber das ist rein subjektiv und sagt nichts über die Versicherung selbst aus.","Schaden, Versicherung",neutral
"Hi,ch rate dir nicht zu Bavaria zu gehen, das ist echt kein seriöser versicherung, es ist ein lachnummer.ch bin noch bei Bavaria möchte sie aber kündigen (mein anwalt schon eingeschaltet).itte Dezember hat mich ein Mädchen getroffen (sie hat nicht spur gewechselt, sie ist einfach ohne grund, ohne blinker auf mein spur reingefahren und mich dabei getroffen). Einfache sache (dachte ich). Polizei konnte nicht feststellen wer der verursacher war, hatten keine fotos gemacht nichts gemessen usw. Auto zu Sachverständiger, er hat alles feststellen können und gut.apiere zu gegnerische versicherung abgegeben und gewartet. Nach 3 monaten bekomme ich ,wie aus dem nichts, beitragserhöhung von Bavaria(von 270 auf 507€ quartall), eingeblich war ich der verusacher.anzen tag war ich bei telefoniren mit denen, keiner konnte mir klare antworten geben.ch habe gefragt ob sie den schaden reguliert haben? die meinten noch nicht, also wieso beitragserhöhung? die meinten weil wir davon ausgehen müssen das wir es zahlen müssen, ich habe gefragt wieso ich immer noch keine papiere von denen bekommen habe um mich zu äussern, deren antwort weil sie erst jetzt (4 März) den schreiben von gegenanwalt bekommen.s ist nur ein zirkus, wollte Abteilungsleier sprechen -geht nicht!!!!!!!!!!!!!!!!!!lso willst du probleme geh dort hin. Ich habe schon mit anwalt gesprochen alle papiere gereicht und werde die kündigen. Mein vertrauen haben die gebrochen.","versicherung, einfach, schaden, antwort",negative
"@fam1410enn deine Versicherung freiwillig eintritt, dann ist doch was faul an deiner Schilderung, denn deine Versicherung sollte selbstverständlich auch unberechtigte Forderungen abwehren.ollen die dir 100% oder Teilschuld anrechnen?as wurde in der",Versicherung,neutral
@fam1410:ies mal diesen Artikel aus der FAQ-Versicherung durch:ttp://www.motor-talk.de/faq/versicherung-q26.html#Q2036768nd: Die Gegenseite hat drei Jahre Zeit (gerechnet ab Jahresende) ihre Ansprüche bei deiner Versicherung geltend zu machen.as i,Versicherung,neutral
"Ganz normaler Vorgang der bei der Bavaria Direkt läuft.enn man keine Ahnung von Versicherungen hat und wie die Abläufe im Schadensfall laufen, sollte man lieber sich selber fragen, was man bei einer Direktversicherung zu suchen hat, anstatt über diese zu schimpfen...","Vorgang, Schadensfall",positive
"Zitat:riginal geschrieben von gummikuh72fam1410enn deine Versicherung freiwillig eintritt, dann ist doch was faul an deiner Schilderung, denn deine Versicherung sollte selbstverständlich auch unberechtigte Forderungen abwehren.ollen die dir 100% oder Teilschuld anrechnen?as wurde in der Schadenmeldung an die Versicherung geschrieben, auch vom Unfallgegner?ast du überhaupt deine Ansprüche bei der gegnerischen Versicherung geltend gemacht?enn dein Anwalt doch schon involviert ist, was meint der dazu?as alles scheint mir hier noch ein bisschen zu unklar um jetzt die Versicherung an sich zu verurteilen.enau gesagt ich habe kein Schreiben von Bavaria bekommen (ausser Beitragserhöhung). Als ich Angerufen habe und gefragt habe konnten die mir auch nicht beanworten was, wieso, warum, wieviel usw. Mein Anwalt meint es sei alles zu klären und ich muss mir keine sorgen machen. Sein verdacht ist das Bavaria es schon bezahlt hat und jetzt suchen Sie den schuldigen.ch konnte mich gar nicht zu Unfall Äussern weil ich nichts vondenen bekommen habe.","Versicherung, Schreiben, Unfall",neutral
"Bavaria Direkt, würde ich mal als unspektakulär bezeichnen, keine besonderen Höhen oder Tiefen, Abwicklung bei Schäden gut, Qualität der Mitarbeiter am Telefon stark schwankend, haben aber auch nur rund 2 Dutzend Verträge dort, daher wohl eher nicht repräsentativ meine Meinung.","Abwicklung, Mitarbeiter, Telefon",neutral
"BavariaDirekt ist sehr mit Vorsicht zu behandeln. Ich habe fast 3 Monate auf meine Versicherungsdokumente gewartet. Dann war auf der Police aber ALLES anders vereinbart. Weder die Zahlungsziele, Versicherungssumme, Prämie... etc.achdem ich die Fehlinformationen angemahnt hatte, vergingen wiederum 6 Wochen. Als Antwort bekam ich eine Mahnung mit dem Hinweis, dass die Police nebst den -von der BavaririaDirekt manipulierten Konditionen- nicht mehr veränderbar wäre!bsoluter Sauhaufen! Ich möchte nicht wissen, was im Schadensfall bei denen so abgeht?s gibt mit Sicherheit preislich vergleichbare Versicherungen, vor allem mit besserem Service!rußtlanter","Police, Antwort, Konditionen, Schadensfall, Service",negative
"Ich habe bisher glücklicherweise noch keinen Schaden regeln müssen, aber ich hatte sofort nach Abschluss die Vertragsunterlagen erhalten. Vorher über Check24 gerechnet und beantragt. Es stimmte alles zu 100%.ber das Online-Portal habe ich eine grüne Versicherungskarte angefordert,die 2 Tage später im Briefkasten war.ann habe ich das Auto verkauft und am nächsten Tag,wirklich am nächsten Tag der Abmeldung,hatte ich einen Brief im Online-Postkorb über die Kündigung und das eine Gutschrift erfolgt.lso alles in allem hat es bisher toll geklappt, so dass ich den neuen Wagen auch bei Bavaria Direkt versichern werde.","Schaden, Abschluss, Vertragsunterlagen, Check24, Brief, Kündigung",positive
"Zitat:riginal geschrieben von fam1410i,ch rate dir nicht zu Bavaria zu gehen, das ist echt kein seriöser versicherung, es ist ein lachnummer.-> sehr seriöse fundierte Aussage.ch bin noch bei Bavaria möchte sie aber kündigen (mein anwalt schon eingeschaltet).-> wenn Du das nächste mal ein Kündigung aussprechen willst, komm zu mir. Ich schreib die Dir auch für die Hälfte des anwaltlichen Honorars.itte Dezember hat mich ein Mädchen getroffen-> Mit der würde ich dann eher einen kaffee trinken gehen :-)infache sache (dachte ich). Polizei konnte nicht feststellen wer der verursacher war, hatten keine fotos gemacht nichts gemessen usw. Auto zu Sachverständiger, er hat alles feststellen können und gut.-> naja dann wohl doch nicht so einfach???apiere zu gegnerische versicherung abgegeben und gewartet.-> aha..ach 3 monaten bekomme ich ,wie aus dem nichts, beitragserhöhung von Bavaria(von 270 auf 507€ quartall), eingeblich war ich der verusacher.-> naja objekt ist der Verursacher nicht festststellbar; also somit 50:50. Ist halt so.anzen tag war ich bei telefoniren mit denen, keiner konnte mir klare antworten geben.ch habe gefragt ob sie den schaden reguliert haben? die meinten noch nicht, also wieso beitragserhöhung? die meinten weil wir davon ausgehen müssen das wir es zahlen müssen, ich habe gefragt wieso ich immer noch keine papiere von denen bekommen habe um mich zu äussern, deren antwort weil sie erst jetzt (4 März) den schreiben von gegenanwalt bekommen.-> ja, das sieht der von Dir mit der Bavaria geschlossene Vertrag vor. Lies die Bedingungen oder halt auch nicht; wenn aber letzteres dann beschwere Dich nicht!!!s ist nur ein zirkus, wollte Abteilungsleier sprechen -geht nicht!!!!!!!!!!!!!!!!!!-> Gibt auch objektiv keinen Grund hierfür. Wenn jeder mit dem AL sprechen soll, was macht dann noch der Sachbearbeiter. Mit dem Finger in der Nase bohren???lso willst du probleme geh dort hin. Ich habe schon mit anwalt gesprochen alle papiere gereicht und werde die kündigen. Mein vertrauen haben die gebrochen.-> ich fasse zusammen. Du bist in einen Unfall verwickelt gewesen, dessen Schuldfrage objektiv nicht geklärt werden kann. So mit gilt 50:50 nach dt. Recht auf Grund der Gefährdungshaftung. Die Bavaria verhält sich vertragstreu und reguliert den Schaden und stellt Dich damit vom schadensersatzanspruch frei. Sie leistet also. Dein Vertrauen in die Versicherung ist gebrochen, weil sie im Schadenfall geleistet hat. Applaus.anch einer schreib hier einfach nur scheiße. Wenn man keine Ahnung warum hält man dann nicht einfach ma die klappe, und nein die Sache liegt nicht bei Deinem Anwalt; der hätte Dir das nämlich alles auch erklärt.auptsache einfach mal den Mund auchmachen und andere verunsichern. Tolle Leistung. Ich brauch ein Baldrian Tee...","versicherung, Kündigung, einfach, schaden, antwort, Vertrag, Finger, Nase, Unfall, Schaden, Versicherung, Leistung",negative
"Zitat:riginal geschrieben von phaetoninteressentitat:riginal geschrieben von fam1410i,ch rate dir nicht zu Bavaria zu gehen, das ist echt kein seriöser versicherung, es ist ein lachnummer.-> sehr seriöse fundierte Aussage.ch bin noch bei Bavaria möchte sie aber kündigen (mein anwalt schon eingeschaltet).-> wenn Du das nächste mal ein Kündigung aussprechen willst, komm zu mir. Ich schreib die Dir auch für die Hälfte des anwaltlichen Honorars.itte Dezember hat mich ein Mädchen getroffen-> Mit der würde ich dann eher einen kaffee trinken gehen :-)infache sache (dachte ich). Polizei konnte nicht feststellen wer der verursacher war, hatten keine fotos gemacht nichts gemessen usw. Auto zu Sachverständiger, er hat alles feststellen können und gut.-> naja dann wohl doch nicht so einfach???apiere zu gegnerische versicherung abgegeben und gewartet.-> aha..ach 3 monaten bekomme ich ,wie aus dem nichts, beitragserhöhung von Bavaria(von 270 auf 507€ quartall), eingeblich war ich der verusacher.-> naja objekt ist der Verursacher nicht festststellbar; also somit 50:50. Ist halt so.anzen tag war ich bei telefoniren mit denen, keiner konnte mir klare antworten geben.ch habe gefragt ob sie den schaden reguliert haben? die meinten noch nicht, also wieso beitragserhöhung? die meinten weil wir davon ausgehen müssen das wir es zahlen müssen, ich habe gefragt wieso ich immer noch keine papiere von denen bekommen habe um mich zu äussern, deren antwort weil sie erst jetzt (4 März) den schreiben von gegenanwalt bekommen.-> ja, das sieht der von Dir mit der Bavaria geschlossene Vertrag vor. Lies die Bedingungen oder halt auch nicht; wenn aber letzteres dann beschwere Dich nicht!!!s ist nur ein zirkus, wollte Abteilungsleier sprechen -geht nicht!!!!!!!!!!!!!!!!!!-> Gibt auch objektiv keinen Grund hierfür. Wenn jeder mit dem AL sprechen soll, was macht dann noch der Sachbearbeiter. Mit dem Finger in der Nase bohren???lso willst du probleme geh dort hin. Ich habe schon mit anwalt gesprochen alle papiere gereicht und werde die kündigen. Mein vertrauen haben die gebrochen.-> ich fasse zusammen. Du bist in einen Unfall verwickelt gewesen, dessen Schuldfrage objektiv nicht geklärt werden kann. So mit gilt 50:50 nach dt. Recht auf Grund der Gefährdungshaftung. Die Bavaria verhält sich vertragstreu und reguliert den Schaden und stellt Dich damit vom schadensersatzanspruch frei. Sie leistet also. Dein Vertrauen in die Versicherung ist gebrochen, weil sie im Schadenfall geleistet hat. Applaus.anch einer schreib hier einfach nur scheiße. Wenn man keine Ahnung warum hält man dann nicht einfach ma die klappe, und nein die Sache liegt nicht bei Deinem Anwalt; der hätte Dir das nämlich alles auch erklärt.auptsache einfach mal den Mund auchmachen und andere verunsichern. Tolle Leistung. Ich brauch ein Baldrian Tee...Ier hat man den Eindruck, daß ein Mitarbeiter der Bavaria-Direkt sich aufs Füßchen getreten fühlt.","versicherung, Kündigung, einfach, schaden, antwort, Vertrag, Finger, Nase, Unfall, Schaden, Versicherung, Leistung, Mitarbeiter",negative
