Username,Review,date,Rating,Total
Lenka P.,Es lief alles problemlos und wurde sehr schnell abgewickelt.,8/4/2019 22:07,4,5
Andreas G.,"Leider wurden nicht alle Vertragsdaten  im Bezug auf den Vorversicherer nicht korrekt übernommen. 
Die Kommunikation war jedoch jederzeit super",8/4/2019 6:42,4,5
Mayer K.,...,8/3/2019 21:28,5,5
Francesco R.,Immer wieder gerne,8/3/2019 19:21,5,5
Matthias F.,Ich hatte zum Glück keinen Kontakt mit der Versicherung 😁,7/30/2019 15:17,5,5
Hannelore K.,"es ging schnell. war bereits ein Mal bei der AXA und hatte damals wie jetzt Probleme mit dem Registrieren. trotz Dreier Registriernummern, es geht immer noch nicht. Gebe langsam auf.",7/29/2019 14:04,3,5
Martin S.,schnelle Abwicklung,7/29/2019 13:56,4,5
Ilona P.,Alles sehr schnell einfach und online. .,7/29/2019 13:25,5,5
Felix N.,Schnell unkompliziert,7/28/2019 6:21,5,5
Felix N.,Voll und ganz  zufrieden,7/28/2019 6:21,5,5
Ingrid G.,Kosten,7/26/2019 13:14,5,5
Andrea B.,War alles unkompliziert,7/25/2019 18:22,5,5
Ina B.,"Da ich keinen Schaden hatte, kann ich den Service nicht beurteilen!! Die Versicherung ist jedoch zu teuer geworden, deswegen habe ich gewechselt!",7/24/2019 20:21,4,5
Ingrid S.,"Leichte abwicklung, geringere Kosten",7/24/2019 18:03,4,5
Alois M.,Alles gut,7/24/2019 17:25,4,5
Werner R.,"Günstig,
Nicht erreichbar im Schadensfall,
Keine Hilfe.",7/22/2019 21:54,2,5
Sonila K.,Es war schnell,7/22/2019 16:23,5,5
Maike P.,Das es sehr schnell ging ohne viele nervige Fragen.,7/22/2019 16:17,5,5
Maike P.,Das alles sehr schnell unkompliziert und man auch Vertrags Daten schnell ändern kann und ständig zu telefonieren.,7/22/2019 16:17,5,5
Kadir G.,Gut,7/22/2019 0:37,5,5
Holger K.,Alles Bestens.,7/21/2019 16:03,5,5
Doris B.,Die Vertragsunterlagen sind gut verständlich. Der Vertragsabschluss hat ohne Probleme sehr schnell geklappt,7/20/2019 21:50,4,5
Vera N.,"Einfache Abwicklung, gute Beratung. Preis-Leistungsverhältnis passt. Bin zufrieden.",7/20/2019 14:15,4,5
Stefanie W.,Gute Kommunikation trotz online Vertrag. Vertragsinhalt ist i.o. Und günstiger als vorher,7/19/2019 20:30,4,5
ralf l.,billig und viel drin,7/19/2019 2:42,4,5
Lina F.,Gutes online Portal,7/18/2019 12:45,4,5
Felix N.,"Einfach, freundlich, schnell",7/16/2019 20:53,5,5
Weronika K.,War schnell,7/16/2019 19:44,4,5
Klaus O.,Zu langsam,7/11/2019 20:39,1,5
Hannelore W.,Nach einem Jahr wurde die Prämie - wie zu erwarten - deutlich angehoben,7/11/2019 14:12,3,5
Thomas S.,"schnelle, einfache Abwicklung. Bis dato (ca. 1 Monat später) keine Probleme. Kann ich uneingeschränkt weiterempfehlen.",7/10/2019 14:25,5,5
Holger K.,Gute Beratung bei axa. Schlechte Bearbeitung seitens Check 24. Waren nicht i.d. lange falsche Angaben nach Falscheingabe zu verbessern. Teilweise hastige und wenig Kundenfreundliche Bearbeitung. Nicht einmal Rückruf. Check 24 nie mehr.,7/10/2019 13:05,3,5
Ralf K.,"Preis-Leistungsverhältnis, einfache Abwicklung des Vertrages",7/9/2019 14:51,5,5
Alexander R.,Sehr unfreundlicher Kundendienst,7/8/2019 13:17,1,5
Hüseyin E.,"Ich konnte mich 1 Jahr lang nicht in dem Online Portal anmelden, Und wenn ich angerufen habe habe ich nicht die Möglichkeit gehabt irgendeinen zu sprechen, ich bin immer an der Wartungsschleife dran gescheitert",8/6/2019 7:27,1,5
Klaus O.,Zu langsam,7/11/2019 20:39,1,5
Alexander R.,Sehr unfreundlicher Kundendienst,7/8/2019 13:17,1,5
Niklas U.,Sehr schlechter Kundenservice mit sehr langer Wartezeit bei Anfragen.,6/22/2019 14:00,1,5
Edin I.,Sehr schwer erreichbar und unfreundlich.,6/7/2019 10:10,1,5
Günter R.,"ich hatte einen maderschaden der nicht als maderschaden für mich zu erkennen war und bin in  eine vW werkstatt gefahren der schaden würde von AXA nicht reguliert weil ich in keiner AXA Vertragswerkstatt war.
Im vertrag steht ausdrücklich das man bei Glasschaden Karosserie und Lackschaden eine AXA Vertragswerkstatt aufsuchen muss
bei",5/29/2019 16:18,1,5
Tobias L.,Sobald man einen Schaden hat steigt der Versicherungsbeitrag ins unermessliche,5/24/2019 16:31,1,5
Abdulhamid K.,schlechte erfahrung und ich mach das wieder nicht und AXA online kundendienst war ganz horrible,5/18/2019 17:12,1,5
Ronald G.,"Man wollte mich um viel Geld betrügen, was ich durch den Versicherungsombudsmann bekommen habe",5/17/2019 18:33,1,5
Monty P.,Die Kommunikation mit der Versicherung ist sehr kompliziert. Mitarbeiter sind selten freundlich,5/12/2019 14:26,1,5
Michael S.,schlechtes Onlinekonto. Komplizierte Passwortvergabe.,4/29/2019 12:51,1,5
Ingo K.,Keine einzige Mail wurde beantwortet.,4/28/2019 18:53,1,5
Desiree c.,"Prämie ist unschlagbar, Abstriche aber in der Schadenregulierung!!!",4/28/2019 9:03,1,5
Melanie E.,Kommunikation nach einem Schsdensfall ist super schlecht,4/26/2019 15:22,1,5
Melanie E.,Schäden werden blind reguliert ohne auf Rechtmäßigkeit zu prüfen,4/26/2019 15:22,1,5
Lars E.,"Kundenservice nach Schadensfall ist eine Katastrophe.
Nach noch einem Schaden (Glasschaden) wurde mir gekündigt.",4/26/2019 15:17,1,5
Lars E.,Schadensregulierung wurde verschleppt,4/26/2019 15:17,1,5
Gábor K.,"Kann mann nicht erreichen wenn etwas passiert, sie schicken hin und her! Ich empfähle gaar nicht!!!",4/19/2019 21:58,1,5
Iurie P.,Ich habe alles bezahlen und am ende der jahre hate mir geschick noch eine rechnung von 500 euri da zu ... wie so ?,4/19/2019 14:55,1,5
Tamara R.,nicht gefallen,4/15/2019 10:21,1,5
Silvio H.,"Teuer und völlig unfähige Mitarbeiter.. Nach Umzug war die AXA nicht in der Lage neuen Wohnort bzw Ortsteil zuzuordnen.. Laut Vertrag wurde behauptet, das mein Auto dauerhaft 10 km entfernt von unserem Haus stehen würde.. Das kostete auch mal gleich fünf Euro pro Monat mehr.. Auch mehrmalige Klärungsversuche brachten nichts.. Toi Toi Toi hatten wir keinen Schaden in dieser Zeit...",4/11/2019 15:06,1,5
Daniel K.,Information,4/8/2019 15:05,1,5
Daniel K.,Erreichbarkeit,4/8/2019 15:05,1,5
Hans G.,Unfreundliche Mitarbeiter. Kein Servicegedanke.,4/8/2019 7:38,1,5
Stephan Markus M.,"Kein Service, können nicht den richtigen Betrag errechnen. Furchtbar!!!!!!!!!!!",4/7/2019 16:53,1,5
Dieter O.,"Die Rückstufung nach einem Unfall ist bei der Haftpflicht sehr hart, von SF12 auf SF3.",4/6/2019 18:59,1,5
Erika S.,Ein Hin und Her bis es zum Verztragsabschluß kam !!!,4/6/2019 10:49,1,5
Bernd M.,"Haben meine Versicherung hochgestülpt, warum auch immer",4/2/2019 17:10,1,5
Robert S.,"Keine Unterstützung an einer kostengünstigen Regulierung eines Kfz-Haftpflichtschadens. Keine Information über die Höhe der Reperatur beim Unfallgegner, trotz mehrerer Telefonate",4/1/2019 18:32,1,5
Robert S.,"Der Unfallgegner hat sich wegen eines Bagatellschadens auf unsere Kosten saniert. Vorschäden wurden nicht berücksichtigt. Die Stoßstange des Unfallgegners hatte in Summe vor dem Unfall mehr Schäden, als durch den Unfall zusätzlich entstanden ist.
Unfreundliche Service-Mitarbeiterin, die kein Interesse gezeigt hat, den Schaden kostengünstig abzuwickeln. Standardverhalten!",4/1/2019 18:32,1,5
Alexander E.,"Obwohl von mir alle Angaben korrekt gemacht wurden, bin ich ohne Unfall um ca. 130,-€ teurer als bei der Vorversicherung. Das Angebot war unseriös.
Nie wieder. Der ""Nachschlag"" wurde unter nicht nachvollziehbaren Gründen gemacht.",3/27/2019 11:29,1,5
kaya a.,"Erst günstig,dann werden jedes Jahr die Gebühren um 35% erhoben.Keine Antwort auf Mails.Würde ich nicht nochmal dort versichern.Nach 3 Jahren bei AXa werde ich zum 29.11.2019 dort kündigen da zu den hohen Aufschlägen ein absoluter mieser Sercive ohne Kunden Freundlichkeit dort herrscht.",3/16/2019 15:56,1,5
Codrut-Christian N.,siehe oben,3/4/2019 7:53,1,5
Codrut-Christian N.,"Bei der Schadensregulierung musste ich sehr lange warten. Meine Frau war schwanger und ich hatte drei Monate kein Auto.
Am Telefon wurde ich unfreundlich abgewiesen.",3/4/2019 7:53,1,5
Friebe R.,"Lockvogelangebot, nach dem ersten Jahr satte Preiserhöhung trotz Unfallfreiheit.",3/3/2019 16:19,1,5
Marco Thomas K.,ERNSTHAFT ?????,2/23/2019 14:31,1,5
Marco Thomas K.,UNTER ALLER ****** !!!!!!!,2/23/2019 14:31,1,5
Tobias D.,"Schadenfreiheitsklasse ohne erkennbaren Grund hoch gestuft.
[Übernahme bei Online Versicherung angeblich nicht möglich]",2/21/2019 16:10,1,5
Daniel B.,Schlechter Kundenservice,2/21/2019 15:34,1,5
Niclas F.,"Gut: NIX! Kundenservice wird hier NICHT groß geschrieben.. man hat eine Wartezeit von mind. 15 Minuten, egal wann man anruft und um welches Thema es sich handelt. Der Kontakt zur Versicherung geht dann nur online, und da ist eine Bearbeitungszeit von mind. 2 Wochen Alltag. Grausame Erfahrung, nie wieder. Bin froh, die Versicherung gewechselt zu haben.",2/16/2019 14:41,1,5
Niclas F.,"Jeder Mitarbeiter hat diesen anders bearbeitet. Der eine wollte Vollkasko daraus machen, obwohl es sich um ein Glasschaden (Teilkasko) handelte....",2/16/2019 14:41,1,5
Alexandru D.,"ich erwartete Easy, aber es war ganz schlimm mit dem Kommunikation",2/15/2019 16:19,1,5
Mandy W.,Servicequalität gleich null. Versicherer ist telefonisch nicht erreichbar. Nachfrage zum Vertragsabschluss per E-Mail seit über 5 Wochen unbeantwortet.,2/14/2019 18:00,1,5
Anette G.,schlechte Erreichbarkeit im Schadenfall,2/14/2019 17:47,1,5
Markus C.,Es hat 3 Monate gedauert bis jemand auf meine Nachrichten im Onlineportal geantwortet hat und in der Telefonhotline hat man nach einer halben Stunde warten keine Lust mehr. Zum Glück hatte ich mir gedacht hatte ich keinen Schaden und hätte schnelle Hilfe benötigt. Finger weg davon!!!,2/9/2019 22:55,1,5
Sergej T.,Leider läuft das Online Portal erst wenn per Post ein Code kommt. Diesen mußte ich sogar 2xtelefonisch beantragen bis er kam. Hier wäre es besser so wie Bavaria oder andere dass per Email alle Unterlagen und auch der Online Code kommen dann kann ich gleich in das Portal und alles online anschauen. Bei Axa war dass echt umständlich und nicht zeitgemäß.,2/6/2019 13:41,1,5
Klaus W.,"Probleme beim Einrichten des Kontos, Service ist nicht optimal,Mitarbeiter sind
telefonisch garnicht oder nur schwer erreichbar,lange Wartezeiten in der Warteschleife.",2/4/2019 11:37,1,5
Uwe P.,Versicherung war im ersten Jahr preiswert.Ab 2019 erfolgte eine Preiserhöhung  um ca 20 Prozent ohne jeglichen Grund.Es war nichts passiert im letzten Leider habe ich den Kündigungszeitpunkt verpasst.Eine Kommunikation fand nicht statt.Das Einzige was geklappt hat ist die pünktliche Geld Abbuchung zum 1.des Monats.,2/1/2019 22:12,1,5
Timo H.,Alles nur online keine vernünftige telefonische Erreichbarkeit,1/30/2019 23:47,1,5
Teresa B.,Die Preise steigen!!! Die sollen senken mit dem zeit,1/25/2019 13:38,1,5
Sabine H.,"Eine reine online Versicherung und nur mit der AXA App nutzbar... bei Fragen, wartet man ewig auf eine Antwort...",8/12/2019 15:33,2,5
Werner R.,"Günstig,
Nicht erreichbar im Schadensfall,
Keine Hilfe.",7/22/2019 21:54,2,5
Marvin F.,Erst besonders günstig entpuppt sich nun als teuer und widerspenstig. Schadenfreiheitsrabatt könnte nicht übernommen werden.  Erst nach mehrfachen Nachfragen soll nun die Gruppe angepasst werden.,6/30/2019 13:12,2,5
Marius Z.,Sehr harte Rückstufungs Regeln,5/23/2019 14:43,2,5
Dieter S.,Die Bestätigung hat lange gedauert und ich musste telefonisch nachfragen.,5/21/2019 17:41,2,5
Rashida T.,Die Versicherung ist einfach zu teuer. Keine Leistungen die sie erbringt alles geht nur online und weder die App noch die HomePage arbeiten sorgenfrei.,4/28/2019 16:37,2,5
Rasul M.,Keine gute Beratung.,4/28/2019 16:04,2,5
Alicia T.,"Schwer Kontakt auszubauen, lange Wartezeiten auf antworten. Gute App",4/26/2019 14:10,2,5
Angelo Antonio A.,"Nicht freundlich, ich habe dennoch bis 80 € vierteljährlich mehr bezahlt als vereinbart.",4/20/2019 16:06,2,5
Ulrich K.,"Die Versicherung versucht, mit niedrigen Beiträgen Neukunden zu akquirieren, erhöht jedoch nach einem Jahr die Beiträge unverhältnismäßig in der Hoffnung, dass aus Bequemlichkeit des Kunden keine Kündigung erfolgt.",4/16/2019 13:50,2,5
Bline L.,"Zwar hat sich die AXA zugig um alles gekümmert, doch der Versicherungsbeitrag ist um eine nicht irrelevante Summe gestiegen im Vergleich zu anderen Versicherungen...",4/7/2019 21:31,2,5
Reinhard J.,"Der Beitrag wurde immer höher, obwohl die SF Jahre weiter runter gingen",4/2/2019 19:01,2,5
Lena S.,"Der Preis ist sehr gut, doch leider habe ich meinen Freischaltcode, den ich benötige, um meine Dokumente herunterzuladen, erst sehr spät bekommen, auch nach Nachfrage! Kurz nachdem ich den Code erhielt und die Dokumente ausgedruckt habe, habe ich diese per Post erhalten mit dem Hinweis, ich hätte trotz Erinnerung mich nicht registriert oder meine Dokumente nicht gelesen, ich solle dies doch tun! Fand ich schon unmöglich! Ist es meine Schuld, dass die den Code nicht in wenigen Tagen, sondern in wenigen Wochen losschicken können?",4/1/2019 20:42,2,5
Andreas K.,"Der unfreundliche Service bei Dingen außerhalb der Norm.
Mehr als 2 Wochen für eine grüne Versicherungskarte ist zu lang",3/29/2019 19:23,2,5
BEATA P.,"es kostet ab 2019 Januar mehr, ich habe aber vorher keine Nachricht gekriegt
Wenn ich es wissen würde, ich würde gewechselt",3/9/2019 15:23,2,5
Thomas M.,"Schlechter Service, habe 3 Online-Anfragen gestellt und nie eine Antwort erhalten. Preise wurden jedes Jahr erhöht. Die Schadenabwicklung bei einem Glasschaden war aber in Ordnung.",2/27/2019 19:45,2,5
Christine E.,"Ich musste 1 Monat auf ein wichtige Anfrage warten. Noch dazu war die Antwort wenig aussagekräftig.
Bei Onlineverträge darf ein Axa-Vertreter keine Auskunft geben.",2/24/2019 14:38,2,5
Anette G.,"Schlechte Erreichbarkeit, keine email-Antwort, keine avisierten Rückrufe.",2/14/2019 17:47,2,5
Kurt N.,Um an den Vertrag und andere Informationen zu gelangen musste man sich bei My AXA anmelden. Dies war jedoch sehr kompliziert und für mich nicht erfolgreich. Auch telefonisch kam ich nicht weiter. Zum Glück habe ich diese Versicherung nicht in Anspruch nehmen müssen und habe sie nach einem Jahr gleich wieder gekündigt.,2/10/2019 20:48,2,5
Peter T.,"wenn der Unfallgegner auch in der selben Versicherung ist muss man doch
nicht den Geschädigten nicht die Reparatursumme kürzen.",2/7/2019 16:57,2,5
Claas J.,"Service nicht vorhanden, Kommunikation nur über umständliche Homepage, Eingaben dort werden nicht beantwortet. Gut, dass ich gekündigt habe. Nicht zu empfehlen",2/1/2019 19:56,2,5
Cihangir K.,Lief alles Reibungslos... aber von Kulanz nicht die Spur!,2/1/2019 17:47,2,5
Gottfried M.,"Also Gut war leider nichts daran. Ich musste mich durch sämtliche Seiten lesen, bis ich zurecht kam. Die Versichungsseite ist sehr umständlich. Für Fragen steht Easy Axaleider nicht zu Verfügung, obwohl man nach langen suchen eine Telefonnummer gefunden hat. Der Service kostet extra. Und billig war das Ganze auch nicht,obwohl es Online ist. Also für mich persönlich absolut nicht empfehlenswert.",2/1/2019 17:06,2,5
Hans M.,"keine Bereitschaft dem Kunden einen Lösungsvorschlag zu unterbreiten.

Werbung mit günstiger Prämie, und bereits vor Ablauf des Versicherungsvertrages sehr frühzeitige Ankündigung einer erheblichen
Tariferhöhung (über 20%)",2/1/2019 8:57,2,5
Andre T.,"Der Zugang zum Vertrag ist nur über ein Portal möglich - passt. Aber wie man an die die Zuangsdaten gelangt ist leider nicht beschrieben. Wenn man bereits einen AXA-Zugang besitzt ist es sehr langwierig und mit viel Kommunikation verbunden alle Verträge zusammenzuführen. Sorry, aber da gibt es noch viel Luft nach oben.",1/31/2019 20:22,2,5
Sigrid H.,"bin mit der AXA überhaupt nicht zufrieden. Kämpfe seit dem Abschluss um die richtige Einstufung. 2014 war ich schon mal bei AXA und da haben sie uns falsch eingestuft. Jede Versicherung übernimmt immer das von der Vorversicherung, kann deshalb nicht wechseln. Erst muss die AXA korrigieren. Online geführtes Konto, es dauert immer alles sehr lange.",1/22/2019 19:45,2,5
Uwe K.,schlecht extreme Hochstufung nach Unfall,1/22/2019 18:09,2,5
Jasmina L.,Zu teuer,1/15/2019 14:29,2,5
Crespo Echeverri A.,Die Versicherung wird gefühlt jeden Monat teurer und teurer anstatt günstiger zu werden.,12/11/2018 7:00,2,5
Florian H.,öfter patzige Mitarbeiter an der Hotline,12/6/2018 15:17,2,5
Thomas M.,Ich wollte die Versicherung fristgerecht kündigen und habe seit drei Wochen keine Bestätigung erhalten,12/1/2018 18:36,2,5
Jens R.,"Schlechte telefonische Beratung durch AXA, auch für die Vertragsfortsetzung - man soll sich gefälligst online informieren.
 Das ""Kleingedruckte"" steht sehr weit hinten und kann sehr wichtig sein - ist mir zu kompliziert und zu undurchsichtig.",11/28/2018 18:55,2,5
Suat S.,"Im ersten Jahr mit SF 1/2 war die Versicherung günstiger als im 2. Jahr mit SF 1. Somit hätte ich trotz Verbesserung des Schadensstufens mehr bezahlen müssen. Der lokale AXA Berater war ca. 100 Eur günstiger (selbe Versicherung). Ich empfand das ganze sehr unserios, daher habe ich gekündigt.",11/26/2018 9:08,2,5
Naveed B.,War sehr da mit zu Frieden,11/25/2018 22:27,2,5
Holger F.,Telefonisch so gut wie nie erreichbar,11/19/2018 17:13,2,5
Hellmut B.,-- Angebot für 2019 wird nicht vor MItte November verschickt,11/4/2018 10:43,2,5
Marc O.,"Alles super online. Selbst bei wichtigen Änderungen, muss man sich in deren System einloggen, um diese mitzubekommen. Online für einen günstigen Preis ist ok. Zukünftig zahle ich lieber 10€ mehr um wichtige Infos auch noch per Email oder Post zu erhalten. Bei einem anderen Mitbewerber habe ich positivere Erfahrung gesammelt.",11/1/2018 16:49,2,5
Susana S.,Preis ist gut. Beim Unfall hat es sehr lange gedauert bis Axa die Unfall akzeptiert hat und die Partnerwerkstatt 10 Km entfernt.,10/22/2018 18:37,2,5
Gerhard E.,"nicht gefallen: wegen einer Auskunft musste ich 3mal nachfassen, bevor AXA   überhaupt reagierte - schlechter Kundenservice -",10/21/2018 23:47,2,5
Jana F.,"Telefonisch nach Vertragsabschluss nicht erreichbar, lange Bearbeitungszeit",10/20/2018 21:53,2,5
Bence H.,Ich kann nicht absagen.,10/20/2018 16:57,2,5
Florian U.,Schlechter Kundensupport. Telefonische Erreichbarkeit nicht gegeben. Mangelhafte Kommunikation.,10/20/2018 9:17,2,5
Jessica M.,"Mir hat eigentlich garnichts gefallen. 


Erreichen tut man bei AXA nut jemanden mit Glück. 

Auf E-Mail Anfrage erhält man nach tatsächlich 2 Monaten eine Antwort oder auch garnicht. Bei 7 E-Mail Anfragen wurde bei mir genau 1 nach 2 Monaten beantwortet. 



Da ist man Froh ernn man keinen Schadensfall zu melden hatte.",10/20/2018 6:32,2,5
Hannes S.,"Unverständliche Vertragsunterlagen, keine Mitnahme des SF-Rabattes meiner Mutter möglich, schwer erreichbarer Kundenservice",10/19/2018 16:24,2,5
Norman G.,Servicequalität ist sehr schlecht. Alles dauert sehr lange bis es bearbeitet wird.,10/19/2018 7:03,2,5
Frank H.,keine Rückmeldung über mehrere Monate,10/19/2018 6:59,2,5
Jürgen M.,Ohne Vorankündigung den Selbstbeteiligung erhöht,10/19/2018 6:08,2,5
Christopher F.,"Preis hat zur Leistung gepasst. Aber alles um den Vertrag herum war unterirdisch schlecht: bei fragen wurde garnicht reagiert, bei der Frage nach einer tarifumstellung würde ich richtig herablassend ausgelacht",10/18/2018 19:48,2,5
Frank E.,Bei der Übernahme des Schadensfreiheitsrabattes hat es Probleme gegeben und ich wurde auf SF1 statt SF22 eingestuft und durfte entsprechend mehr bezahlen. Nach einigen Montagen hat die AXA das jedoch korrigiert.,10/18/2018 18:41,2,5
Kamil Ö.,Bis jetzt hab kein Grüne Auland Versicherung Karte nicht bekommen.,10/18/2018 15:32,2,5
Monika K.,Hohe Zuzahlung,8/9/2019 16:12,3,5
Hannelore K.,"es ging schnell. war bereits ein Mal bei der AXA und hatte damals wie jetzt Probleme mit dem Registrieren. trotz Dreier Registriernummern, es geht immer noch nicht. Gebe langsam auf.",7/29/2019 14:04,3,5
Hannelore W.,Nach einem Jahr wurde die Prämie - wie zu erwarten - deutlich angehoben,7/11/2019 14:12,3,5
Holger K.,Gute Beratung bei axa. Schlechte Bearbeitung seitens Check 24. Waren nicht i.d. lange falsche Angaben nach Falscheingabe zu verbessern. Teilweise hastige und wenig Kundenfreundliche Bearbeitung. Nicht einmal Rückruf. Check 24 nie mehr.,7/10/2019 13:05,3,5
